OWNER|INDEX_NAME|TABLE_NAME|UNIQUENESS|COLUMNS
FUSION|FND_KF_LABELED_SEGMENTS_BK_U1|FND_KF_LABELED_SEGMENTS_BK|Unique|STRUCTURE_ID, SEGMENT_CODE, SEGMENT_LABEL_CODE, ENTERPRISE_ID, CUST_SET_ID
FUSION|FND_KF_SEGMENT_INSTANCES_N1|FND_KF_SEGMENT_INSTANCES|Non Unique|VALUE_SET_ID, ENTERPRISE_ID
FUSION|FND_KF_SEGMENT_INSTANCES_U1|FND_KF_SEGMENT_INSTANCES|Unique|STRUCTURE_INSTANCE_ID, SEGMENT_CODE, ENTERPRISE_ID, ORA_SEED_SET1
FUSION|FND_KF_SEGMENT_INSTANCES_U11|FND_KF_SEGMENT_INSTANCES|Unique|STRUCTURE_INSTANCE_ID, SEGMENT_CODE, ENTERPRISE_ID, ORA_SEED_SET2
FUSION|FND_KF_SEGMENT_INSTANCESN1_|FND_KF_SEGMENT_INSTANCES_|Non Unique|STRUCTURE_INSTANCE_ID, SEGMENT_CODE, ENTERPRISE_ID, LAST_UPDATE_DATE
FUSION|FND_KF_SEGMENT_INSTANCES_U1_|FND_KF_SEGMENT_INSTANCES_|Unique|LAST_UPDATE_DATE, LAST_UPDATED_BY, STRUCTURE_INSTANCE_ID, SEGMENT_CODE, ENTERPRISE_ID
FUSION|FND_KF_SEGMENT_INSTANCES_BK_N1|FND_KF_SEGMENT_INSTANCES_BK|Non Unique|VALUE_SET_ID, ENTERPRISE_ID
FUSION|FND_KF_SEGMENT_INSTANCES_BK_U1|FND_KF_SEGMENT_INSTANCES_BK|Unique|STRUCTURE_INSTANCE_ID, SEGMENT_CODE, ENTERPRISE_ID, CUST_SET_ID
FUSION|FND_KF_SEGMENT_LABELS_B_U1|FND_KF_SEGMENT_LABELS_B|Unique|APPLICATION_ID, KEY_FLEXFIELD_CODE, SEGMENT_LABEL_CODE, ENTERPRISE_ID, ORA_SEED_SET1
FUSION|FND_KF_SEGMENT_LABELS_B_U11|FND_KF_SEGMENT_LABELS_B|Unique|APPLICATION_ID, KEY_FLEXFIELD_CODE, SEGMENT_LABEL_CODE, ENTERPRISE_ID, ORA_SEED_SET2
FUSION|FND_KF_SEGMENT_LABELS_B_U2|FND_KF_SEGMENT_LABELS_B|Unique|"APPLICATION_ID, KEY_FLEXFIELD_CODE, DECODE(""BI_OBJECT_NAME"",NULL,'SLC_'||""SEGMENT_LABEL_CODE"",'BON_'||""BI_OBJECT_NAME""), ENTERPRISE_ID, ORA_SEED_SET1"
FUSION|FND_KF_SEGMENT_LABELS_B_U21|FND_KF_SEGMENT_LABELS_B|Unique|"APPLICATION_ID, KEY_FLEXFIELD_CODE, DECODE(""BI_OBJECT_NAME"",NULL,'SLC_'||""SEGMENT_LABEL_CODE"",'BON_'||""BI_OBJECT_NAME""), ENTERPRISE_ID, ORA_SEED_SET2"
FUSION|FND_KF_SEGMENT_LABELS_B_U1_|FND_KF_SEGMENT_LABELS_B_|Non Unique|LAST_UPDATE_DATE, APPLICATION_ID, KEY_FLEXFIELD_CODE, SEGMENT_LABEL_CODE, ENTERPRISE_ID
FUSION|FND_KF_SEGMENT_LABELS_B_U2_|FND_KF_SEGMENT_LABELS_B_|Non Unique|"LAST_UPDATE_DATE, APPLICATION_ID, KEY_FLEXFIELD_CODE, DECODE(""BI_OBJECT_NAME"",NULL,'SLC_'||""SEGMENT_LABEL_CODE"",'BON_'||""BI_OBJECT_NAME""), ENTERPRISE_ID"
FUSION|FND_KF_SEGMENT_LABELS__N1_|FND_KF_SEGMENT_LABELS_B_|Non Unique|APPLICATION_ID, KEY_FLEXFIELD_CODE, SEGMENT_LABEL_CODE, ENTERPRISE_ID
